Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
17,16/05/17,Arsenal,Sunderland,2,0,H,0,0,D,R East
17,16/05/17,Man City,West Brom,3,1,H,2,0,H,C Pawson
17,17/05/17,Southampton,Man United,0,0,D,0,0,D,M Dean
17,18/05/17,Leicester,Tottenham,1,6,A,0,2,A,M Oliver
17,21/05/17,Arsenal,Everton,3,1,H,2,0,H,M Oliver
17,21/05/17,Burnley,West Ham,1,2,A,1,1,D,R Madley
17,21/05/17,Chelsea,Sunderland,5,1,H,1,1,D,N Swarbrick
17,21/05/17,Hull,Tottenham,1,7,A,0,3,A,A Marriner
17,21/05/17,Leicester,Bournemouth,1,1,D,0,1,A,l Mason
17,21/05/17,Liverpool,Middlesbrough,3,0,H,1,0,H,M Atkinson
17,21/05/17,Man United,Crystal Palace,2,0,H,2,0,H,A Taylor
17,21/05/17,Southampton,Stoke,0,1,A,0,0,D,L Probert
17,21/05/17,Swansea,West Brom,2,1,H,0,1,A,M Dean
17,21/05/17,Watford,Man City,0,5,A,0,4,A,J Moss
